document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
9762,Criteria for the Excellent Assistant Band Director,General,general,,2007 TBA Handout,2007-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2007-carroll1.pdf,https://texasbandmasters.org/document-library/
7947,Crossing the Break,Pedagogy-Woodwind,pedagogy-woodwind-2,,2020 BMR December,2020-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_12_paglialonga.pdf,https://texasbandmasters.org/document-library/
10606,Cultivate and Elevate: Creating a Culture of Excellence in a Diverse Classroom,General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Cultivate-and-Elevate-Creating-a-Culture-of-Excellence-in-a-Diverse-Classroom.pdf,https://texasbandmasters.org/document-library/
8726,Cultivating and Maintaining a Quality Guard Program,Marching Guard,marching-guard-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Selaiden-Callaway-Cultivating-and-Maintaining-a-Quality-Guard-Program.pdf,https://texasbandmasters.org/document-library/
7923,Cultivating Covid Champs: Building Your Best Beginners!,Beginner Band,beginner-band,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_lewis.pdf,https://texasbandmasters.org/document-library/
8084,Cultivating Seeds of Success in Middle School Percussion Students,Pedagogy-Percussion,pedagogy-percussion-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_dillard.pdf,https://texasbandmasters.org/document-library/
9661,Curriculum Schedule for Band,General,general,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-williamsbeck1.pdf,https://texasbandmasters.org/document-library/
8728,Custom Tailored for Success,Marching Band,marching-band,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Spicer-Chreste-Custom-Tailored-for-Success.pdf,https://texasbandmasters.org/document-library/
12140,Cymbalic Review,Pedagogy-Percussion,pedagogy-percussion-2,Jeff Kozol,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-kozol1.pdf,https://texasbandmasters.org/document-library/
9373,Daily Routines for the Jazz Ensemble,Jazz,jazz,,2011 BMR December,2011-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-12-sandoval.pdf,https://texasbandmasters.org/document-library/
11820,Day 1 to Hot Cross Buns – Beginner Low Brass Resources,Beginner Band-Brass,beginner-band-brass-2,"Adam Powell , Brad Smith",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Day-1-to-Hot-Cross-Buns-Beginner-Low-Brass-Resources-Clinicians-Brad-Smith-Adam-Powell.pdf,https://texasbandmasters.org/document-library/
10608,Deaf Students CAN be Successful in the Band Classroom and Marching Field!,Health/Wellness,health-wellness,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Deaf-Students-CAN-be-Successful-in-the-Band-Classroom-and-Marching-Field.pdf,https://texasbandmasters.org/document-library/
8957,Dealing With “It’s Good Enough.”,Motivation/Inspiration,motivation-inspiration,,2014 BMR June,2014-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-06-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
12139,Dealing With Burnout – Why Quit Now?,Health/Wellness,health-wellness,Bryce Taylor,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-taylor1.pdf,https://texasbandmasters.org/document-library/
8053,Decide Ahead of Time,Motivation/Inspiration,motivation-inspiration,,2023 BMR January,2023-bmr-january,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_1_yee.pdf,https://texasbandmasters.org/document-library/
7764,Decoding The Mystery of Beginning Band French Horn,Beginner Band-Brass,beginner-band-brass-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_wren.pdf,https://texasbandmasters.org/document-library/
10610,Default Detours-A guide to more engaged and organic conducting,Conducting/Literature/Artistry; Featured Clinician,conducting-literature-artistry; featured-clinician,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Default-Detours-A-guide-to-more-engaged-and-organic-conducting.pdf,https://texasbandmasters.org/document-library/
7859,Defining Success,Marching Band,marching-band,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_spicer.pdf,https://texasbandmasters.org/document-library/
9004,"Defining the TOTAL Middle School Band Program: Let’s Work Smarter, Not Harder!",General,general,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Bearden-Bulloch-Lansford-Defining-the-Total-MS-Band-Program.pdf,https://texasbandmasters.org/document-library/
11782,Demystifying the New UIL Area Sheets,Marching Band,marching-band,"Conrad Isenhour , Gerry Miller , Glenn Fugett , Mark McGahey",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Demystifying-the-New-UIL-Area-Sheets-Clinicians-Glenn-Fugett-Conrad-Isenhour-Mark-McGahey-Gerry-Miller.pdf,https://texasbandmasters.org/document-library/
8549,Design on a Dime: Designing Your Marching Band Production and Color Guard on a Budget,Marching Guard,marching-guard-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Ascano-Nathan-Royall-Bob-Degisn-on-a-Dime-Designing-Your-Marching-Band-Production-and-Color-Guard-on-a-Budget.pdf,https://texasbandmasters.org/document-library/
11940,Designing and Planning a Marching Show for Small School Bands,Small School,small-school,Barry Hurt,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-hurt1.pdf,https://texasbandmasters.org/document-library/
8803,Designing Total Program Success,Marching Band,marching-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_young.pdf,https://texasbandmasters.org/document-library/
8054,DETAILS MATTER & DETAIL MATTERS,Pedagogy,pedagogy,,2023 BMR January,2023-bmr-january,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_1_mallow_meredith_gwilliams_dwilliams.pdf,https://texasbandmasters.org/document-library/
8085,Details Matter!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_mallow.pdf,https://texasbandmasters.org/document-library/
8049,Developing a Beautiful Clarinet Tonal Concept Through the Formation of the Venturi,Pedagogy-Woodwind,pedagogy-woodwind-2,,2023 BMR September,2023-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_9_straka.pdf,https://texasbandmasters.org/document-library/
9148,Developing a Championship Program,Pedagogy; Small School,pedagogy; small-school,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_sheffield_glaze.pdf,https://texasbandmasters.org/document-library/
7765,Developing A Middle School and High School Jazz Curriculum,Jazz,jazz,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Diaz.pdf,https://texasbandmasters.org/document-library/
9270,Developing a Student Leadership Program that Works for You,Student Leadership,student-leadership,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_kick.pdf,https://texasbandmasters.org/document-library/
8679,Developing a Successful Band Program in Title I Schools,Title I,title-i,,2016 BMR December,2016-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2016-12-mcadow.pdf,https://texasbandmasters.org/document-library/
8730,Developing a Successful Band Program inTitle I Schools,Title I,title-i,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/McAdow-Developing-a-Successful-Band-Program-in-Title-I-Schools.pdf,https://texasbandmasters.org/document-library/
9663,Developing a Successful High School Percussion Section,Marching Percussion,marching-percussion-2,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-brown-lynch1.pdf,https://texasbandmasters.org/document-library/
8005,Developing a Successful Marching Percussion Section: Avoiding Mistakes Most of Us Have Made,Marching Percussion,marching-percussion-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_ehlers.pdf,https://texasbandmasters.org/document-library/
10612,Developing a Successful Middle School Band Program,Middle School,middle-school,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Developing-a-Successful-Middle-School-Band-Program.pdf,https://texasbandmasters.org/document-library/
9087,Developing Advanced Performance Techniques for Trumpet/High Brass,Pedagogy-Brass,pedagogy-brass-2,,2013 BMR December,2013-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-12-anderson.pdf,https://texasbandmasters.org/document-library/
9796,Developing an Understanding of Latin Music,Jazz,jazz,,2006 BMR June,2006-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-06-diaz1.pdf,https://texasbandmasters.org/document-library/
8516,Developing and Implementing a Marching Band Fundamentals Program,Marching Band,marching-band,,2017 BMR September,2017-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-09-biskup.pdf,https://texasbandmasters.org/document-library/
9006,Developing and Maintaining a Rural Class C Middle School Band,Small School,small-school,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Muela-Developing-and-Maintaining-a-Rural-Class-C-MS-Band.pdf,https://texasbandmasters.org/document-library/
9150,Developing and Maintaining a Successful Program in the Rural Setting,Small School,small-school,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_jones_toups.pdf,https://texasbandmasters.org/document-library/
8050,Developing BOTH Better Leadership AND Smarter Followership in Band,Program Management,program-management,,2023 BMR September,2023-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_9_kick.pdf,https://texasbandmasters.org/document-library/
7767,Developing Clarinet Players…a COVID Catch Up!,Pedagogy-Woodwind,pedagogy-woodwind-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Benzer.pdf,https://texasbandmasters.org/document-library/
7769,Developing Efficient Rehearsal Strategies,Pedagogy-Ensemble,pedagogy-ensemble-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Taylor.pdf,https://texasbandmasters.org/document-library/
9550,Developing Expressive Musical Leadership Through The Art of Conducting,Conducting/Literature/Artistry,conducting-literature-artistry,,2009 BMR June,2009-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-06-haithcock.pdf,https://texasbandmasters.org/document-library/
7861,Developing Healthy Practice Habits,Beginner Band,beginner-band,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_chilton.pdf,https://texasbandmasters.org/document-library/
8177,Developing Latin Percussion Within Your Jazz Ensemble Rehearsal,Jazz,jazz,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Developing-Latin-Percussion-Within-Your-Jazz-Ensemble-Rehearsal-Jose-Diaz.pdf,https://texasbandmasters.org/document-library/
12138,Developing Mallet Percussionists From Lesson One Through College: Keyboards are the KEY!,Pedagogy-Percussion,pedagogy-percussion-2,Dr. Stephen Crawford,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-crawford1.pdf,https://texasbandmasters.org/document-library/
8805,Developing Middle School Ensemble Sound: a Multi-Year Guide,Pedagogy-Ensemble,pedagogy-ensemble-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_johnstone.pdf,https://texasbandmasters.org/document-library/
7771,Developing Music Literacy in Beginning Band,Beginner Band,beginner-band,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Chilton.pdf,https://texasbandmasters.org/document-library/
11934,Developing Outstanding High School Percussionists,Pedagogy-Percussion,pedagogy-percussion-2,Daniel Fyffe,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-fyffe1.pdf,https://texasbandmasters.org/document-library/
9225,Developing Positive Practice Habits – The Pathway to Quality Music Making,Pedagogy,pedagogy,,2012 BMR December,2012-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-12-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
11730,Developing Sensitive Players,Pedagogy,pedagogy,Amanda Drinkwater,2025 BMR January,2025-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_1_Drinkwater.pdf,https://texasbandmasters.org/document-library/
8518,Developing Sight-reading Skills Year Round,Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 BMR September,2017-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-09-burk.pdf,https://texasbandmasters.org/document-library/
8551,Developing Sight-Reading Throughout the Year,Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Burk-Asa-Developing-Sight-Reading-Throughout-the-Year.pdf,https://texasbandmasters.org/document-library/
9008,Developing Skills for Your Marching Band,Marching Band,marching-band,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Lipman-Barnes-Rosenberg-Sharps-Developing-Skills-for-Your-Marching-Band.pdf,https://texasbandmasters.org/document-library/
8124,"Developing Social-Emotional Leadership in Band: Think, Act, Reflect",Program Management,program-management,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_kick.pdf,https://texasbandmasters.org/document-library/
11924,Developing Successful Band Programs in Disadvantged Areas,Title I,title-i,Ruben Adame,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-adame1.pdf,https://texasbandmasters.org/document-library/
12137,Developing Successful Middle School Bands Through Daily Ensemble Drill,Pedagogy-Ensemble,pedagogy-ensemble-2,"Bethann Adams , Greg Countryman , Joe Pruitt",2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-adams.pdf,https://texasbandmasters.org/document-library/
8086,Developing Superior High School Non-Varsity Bands,Program Management,program-management,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_collins.pdf,https://texasbandmasters.org/document-library/
11956,Developing the Advanced Saxophone Performer,Pedagogy-Woodwind,pedagogy-woodwind-2,Scott Plugge,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-plugge1.pdf,https://texasbandmasters.org/document-library/
9505,Developing the Clarinet Section Through the Use of the Clarinet Ensemble,Pedagogy-Woodwind,pedagogy-woodwind-2,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-whitman.pdf,https://texasbandmasters.org/document-library/
9665,Developing the Dynamic Marching Band,Marching Band,marching-band,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-markworth1.pdf,https://texasbandmasters.org/document-library/
9089,Developing the Individual Musician in Section Rehearsals,Pedagogy,pedagogy,,2013 BMR December,2013-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-12-royall.pdf,https://texasbandmasters.org/document-library/
9152,Developing the Individual Musician-In Section Rehearsals!,Pedagogy,pedagogy,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_royall.pdf,https://texasbandmasters.org/document-library/
8892,Developing the Leaders of Tomorrow,Student Leadership,student-leadership,,2015 BMR December,2015-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-12-gilmore.pdf,https://texasbandmasters.org/document-library/
8179,Developing the Moment,Marching Band,marching-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Developing-the-Moment-Bryan-Christian-and-staff.pdf,https://texasbandmasters.org/document-library/
9272,Developing The Sound and The Language of Jazz,Jazz,jazz,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_young.pdf,https://texasbandmasters.org/document-library/
8553,Developing the Successful High School Non-Varsity Band,General,general,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Carroll-John-Suggs-Amy-Telles-Marc-Developing-the-Successful-HS-Non-Varsity-Band.pdf,https://texasbandmasters.org/document-library/
11877,Developing Tuba & Euphonium Players in the Beginner Year,Beginner Band-Brass,beginner-band-brass-2,"Adam Powell , Brad Smith",2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Smith_Powell.pdf,https://texasbandmasters.org/document-library/
9010,Developing Your Color Guard,Marching Guard,marching-guard-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Pemberton-Perrine-Developing-Your-Color-Guard.pdf,https://texasbandmasters.org/document-library/
8004,Developing Your Individual Oboists and Oboe Section: Ensemble Essentials for the Non-Oboist Band Director,Beginner Band-Woodwind,beginner-band-woodwind-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_finnigan.pdf,https://texasbandmasters.org/document-library/
9012,Developing Your Marching Percussion Section,Marching Percussion,marching-percussion-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Stern-Hartman-Developing-Your-Marching-Percussion-Section.pdf,https://texasbandmasters.org/document-library/
12136,Developing Your Middle School Euphonium Section,Pedagogy-Brass,pedagogy-brass-2,Heather Kirschner,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-kirschner1.pdf,https://texasbandmasters.org/document-library/
8732,Developing Your Modern Jazz Ensemble through Traditional Jazz Music,Jazz,jazz,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Cuellar-Developing-Your-Modern-jazz-Ensemble-Through-Traditional-Jazz-Music.pdf,https://texasbandmasters.org/document-library/
7949,Different Doesn’t Mean Worse,General,general,,2020 BMR December,2020-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_12_morrison.pdf,https://texasbandmasters.org/document-library/
8055,Directing Band WITH Technology OR: How a few apps can totally transform your teaching!,Technology,technology,,2023 BMR January,2023-bmr-january,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_1_hargreaves.pdf,https://texasbandmasters.org/document-library/
8137,Directing Band WITH Technology Or: How I learned to be organized and so can you! – Part 2,Technology,technology,,2022 BMR June,2022-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_6_hargreaves.pdf,https://texasbandmasters.org/document-library/
8142,Directing Band WITH Technology OR: How I Learned To Stop Stressing and Embrace Automation,Technology,technology,,2022 BMR April,2022-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_4_hargreaves.pdf,https://texasbandmasters.org/document-library/
8125,Directing Band WITH Technology OR: How Spreadsheet Magic Helped My Organizational Skills!,Technology,technology,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_hargreaves.pdf,https://texasbandmasters.org/document-library/
9616,Discover the Strengths of Your Small Band Program,Motivation/Inspiration,motivation-inspiration,,2008 BMR June,2008-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-06-gilmore1.pdf,https://texasbandmasters.org/document-library/
12083,Do You Really Want or Need a Jazz Band?,Jazz,jazz,Ronnie Rios,2004 BMR March,2004-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-03-rios1.pdf,https://texasbandmasters.org/document-library/
8282,Does Change Have To Be Hard?,General,general,,2019 BMR June,2019-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_06_vandewalker.pdf,https://texasbandmasters.org/document-library/
9091,Does Your Band C.A.R.E.?,Motivation/Inspiration,motivation-inspiration,,2013 BMR December,2013-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-12-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
7773,Doing “Within” When You’re Doing “Without”,Pedagogy-Ensemble,pedagogy-ensemble-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Owens.pdf,https://texasbandmasters.org/document-library/
8415,Doing “Within” When You’re Doing “Without”! Practical Scoring Solutions for Small Bands,Pedagogy-Ensemble,pedagogy-ensemble-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Doing-Within-When-You-re-Doing-Without-Practical-Scoring-Solutions-for-Small-Bands-Owens.pdf,https://texasbandmasters.org/document-library/
9274,Doing More with Less,General,general,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_rhodes.pdf,https://texasbandmasters.org/document-library/
8935,Doing Things Better Than We Think They Need To Be Done,Motivation/Inspiration,motivation-inspiration,,2014 BMR April,2014-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9452,Don’t Just Warm-up: Use this time for Ensemble Skill Development as well. It’s not just Concert F anymore!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2010 BMR June,2010-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-06-bennett.pdf,https://texasbandmasters.org/document-library/
8087,Drumset 101-Everything They Need To Know!,Jazz,jazz,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_astorga.pdf,https://texasbandmasters.org/document-library/
9935,Duct Tape is for Ducts! Tuning Concepts for the School Percussion Section,Pedagogy-Percussion,pedagogy-percussion-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-mulvihill1.pdf,https://texasbandmasters.org/document-library/
9276,Easy Chord Identification & Improvisation Suggestions,Jazz,jazz,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_disantis.pdf,https://texasbandmasters.org/document-library/
9399,Editing the Quickstep March: A common Sense Approach,Conducting/Literature/Artistry,conducting-literature-artistry,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_ward.pdf,https://texasbandmasters.org/document-library/
10614,"Educate, Collaborate, and Advocate!",General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Educate-Collaborate-and-Advocate.pdf,https://texasbandmasters.org/document-library/
8264,"Effecting Today’s Music Students… Generally, with Technology",Technology,technology,,2019 BMR December,2019-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_12_vela.pdf,https://texasbandmasters.org/document-library/
8555,Effective Jazz Ensemble Rehearsal Techniques,Jazz,jazz,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Eckert-Joe-Effetive-Jazz-Ensemble-Rehearsal-Techniques.pdf,https://texasbandmasters.org/document-library/
8006,"Effective MS/JH Warm-up and Rehearsal Procedures, Strategies and Techniques",Pedagogy-Ensemble,pedagogy-ensemble-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_benzer.pdf,https://texasbandmasters.org/document-library/
11784,Effective Use and Balance of Electronics in Marching Band,Marching Band,marching-band,Richard Saucedo,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Effective-Use-and-Balance-of-Electronics-in-Marching-Band-Clinician-Richard-Saucedo.pdf,https://texasbandmasters.org/document-library/
9667,Effective Use of Clinician/Mentors in Your Band Program,General,general,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-vaughnwhitwell1.pdf,https://texasbandmasters.org/document-library/
9154,Effective Use of Electronics in the Front Ensemble: Let’s Take a Look Under the Hood,Marching Percussion,marching-percussion-2,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_mcgillen_brennan.pdf,https://texasbandmasters.org/document-library/
11786,Efficiency in the Marching Band Rehearsal,Marching Band,marching-band,"Brittany Robinett , Spencer Emmert , Zachary Griffin",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Efficiency-in-the-Marching-Band-Rehearsal-Clinicians-Spencer-Emmert-Zachary-Griffin-Brittany-Robinett.pdf,https://texasbandmasters.org/document-library/
9278,Efficient Teaching Through Effective Planning and Technology,Marching Band; Technology,marching-band; technology,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_vandoren.pdf,https://texasbandmasters.org/document-library/
8336,Elevate Your Level of READINESS: A Method for Effective Score Study,Pedagogy,pedagogy,,2018 BMR April,2018-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-04-richardson.pdf,https://texasbandmasters.org/document-library/
8250,Eleven Thoughts of Beginning Clarinet,Beginner Band-Woodwind,beginner-band-woodwind-2,,2019 BMR April,2019-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_04_omeara.pdf,https://texasbandmasters.org/document-library/
9215,Empowering Booster Volunteers: Fill Their Bucket with a Standing O,Boosters,boosters,,2012 BMR April,2012-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-04-vandewalker.pdf,https://texasbandmasters.org/document-library/
11879,Empowering Effective Communication with Administrators,Program Management,program-management,"Chris Bailey , John Alstrin",2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Alstrin_Bailey.pdf,https://texasbandmasters.org/document-library/
9401,Empowering the Ensemble: The T.I.E. Approach,Featured Clinician; Pedagogy-Ensemble,featured-clinician; pedagogy-ensemble-2,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_crider_1.pdf,https://texasbandmasters.org/document-library/
12337,Ending to Begin: A Middle School Director’s Guide to a Seamless Year-End Transition,Program Management,program-management,Darcy Vogt Williams,2026 BMR April,2026-bmr-april,,https://texasbandmasters.org/document-library/
9014,Engaging the Beginning Clarinet Student,Beginner Band-Woodwind,beginner-band-woodwind-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Payne-Teaching-Beginner-Clarinets.pdf,https://texasbandmasters.org/document-library/
9634,Engaging the Beginning Clarinet Student: The trick is to make it feel easy!,Beginner Band-Woodwind,beginner-band-woodwind-2,,2008 BMR September,2008-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-09-payne.pdf,https://texasbandmasters.org/document-library/
8734,Enhancing Musicianship Through Percussion: An Approach To Teaching Non-percussionists Performing In Your Marching Percussion Section,Marching Percussion,marching-percussion-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Hassler-Kumor-Enhancing-MusicianshipThrough-Percussion-Teaching-Non-Percussionists-Performing-in-Your-Marching-Percussion-Section.pdf,https://texasbandmasters.org/document-library/
11822,Enhancing Performance Vocabulary Through Targeted Supplemental Materials,Pedagogy,pedagogy,"Alicia DeSoto , Chris Meredith , Ross Patterson",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Enhancing-Performance-Vocabulary-Through-Targeted-Supplemental-Materials-Clinicians-Alicia-DeSoto-Chris-Meredith-Ross-Patterson.pdf,https://texasbandmasters.org/document-library/
